,id_entrega,Produtos,Data_da_entrega,Status,Destino,Distância_km,Custo,Faturamento
556,557,Disel,2020-12-22,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
557,558,soja,2023-05-17,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
558,559,café,2023-01-30,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
559,560,milho,2023-08-26,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
560,561,café,2024-11-19,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
561,562,Disel,2025-05-21,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
562,563,Carnes,2025-07-26,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
563,564,Queijo,2025-12-29,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
564,565,Queijo,2024-02-14,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
565,566,Queijo,2024-02-14,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
566,567,milho,2024-02-28,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
567,568,café,2022-03-08,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
568,569,milho,2025-01-15,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
569,570,glp,2024-12-23,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
570,571,glp,2024-08-24,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
571,572,Carnes,2020-01-09,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
572,573,eletrônicos,2022-01-04,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
573,574,soja,2022-09-18,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
574,575,milho,2025-04-17,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
575,576,milho,2020-06-17,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
576,577,Gasolina,2020-02-25,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
577,578,Carnes,2022-04-09,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
578,579,glp,2022-01-04,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
579,580,Carnes,2022-08-24,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
580,581,Carnes,2022-01-04,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
581,582,Queijo,2022-01-15,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
582,583,Disel,2022-07-20,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
583,584,milho,2025-02-02,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
584,585,milho,2021-10-02,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
585,586,milho,2022-09-01,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
586,587,café,2020-10-12,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
587,588,Queijo,2022-08-30,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
588,589,Disel,2020-05-11,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
589,590,eletrônicos,2022-11-26,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
590,591,glp,2022-02-13,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
591,592,Gasolina,2024-04-22,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
592,593,Gasolina,2021-06-12,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
593,594,soja,2021-05-12,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
594,595,Gasolina,2021-11-11,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
595,596,Carnes,2021-08-27,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
596,597,eletrônicos,2023-02-25,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
597,598,Gasolina,2024-02-20,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
598,599,soja,2022-06-27,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
599,600,café,2024-08-23,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
600,601,glp,2023-06-19,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
601,602,eletrônicos,2021-02-20,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
602,603,milho,2024-12-25,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
603,604,soja,2025-05-09,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
604,605,café,2024-10-05,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
605,606,milho,2020-12-01,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
606,607,Gasolina,2024-12-11,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
607,608,soja,2022-05-05,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
608,609,Carnes,2023-10-16,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
609,610,eletrônicos,2020-12-26,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
610,611,Gasolina,2024-04-10,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
611,612,milho,2024-12-10,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
612,613,café,2020-08-30,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
613,614,Queijo,2023-12-13,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
614,615,soja,2021-09-09,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
615,616,eletrônicos,2024-06-02,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
616,617,Disel,2023-06-01,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
617,618,glp,2020-05-14,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
618,619,café,2025-08-23,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
619,620,Queijo,2025-11-07,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
620,621,milho,2021-05-23,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
621,622,Disel,2023-09-24,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
622,623,Disel,2021-09-13,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
623,624,glp,2024-07-06,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
624,625,glp,2025-12-24,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
625,626,eletrônicos,2023-08-06,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
626,627,eletrônicos,2021-12-30,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
627,628,glp,2021-03-11,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
628,629,Disel,2025-05-28,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
629,630,glp,2022-05-27,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
630,631,Gasolina,2020-12-06,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
631,632,Carnes,2020-07-17,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
632,633,café,2022-03-11,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
633,634,glp,2025-04-13,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
634,635,eletrônicos,2024-07-20,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
635,636,Gasolina,2022-11-20,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
636,637,café,2022-02-22,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
637,638,café,2023-05-21,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
638,639,soja,2021-10-30,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
639,640,Gasolina,2024-03-31,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
640,641,glp,2021-05-06,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
641,642,Disel,2021-11-05,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
642,643,café,2024-08-29,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
643,644,café,2025-08-31,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
644,645,milho,2023-02-05,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
645,646,Queijo,2020-11-18,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
646,647,glp,2020-11-27,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
647,648,Queijo,2022-10-06,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
648,649,Gasolina,2020-04-03,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
649,650,eletrônicos,2025-12-24,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
650,651,café,2021-07-24,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
651,652,Queijo,2021-11-14,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
652,653,eletrônicos,2021-10-27,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
653,654,café,2021-12-07,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
654,655,Queijo,2023-05-14,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
655,656,Gasolina,2021-03-01,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
656,657,eletrônicos,2025-12-16,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
657,658,Disel,2022-03-10,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
658,659,milho,2021-05-23,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
659,660,Carnes,2020-10-18,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
660,661,Carnes,2025-10-15,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
661,662,café,2024-01-28,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
662,663,Disel,2022-08-20,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
663,664,glp,2021-11-12,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
664,665,eletrônicos,2020-05-18,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
665,666,Gasolina,2025-07-21,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
666,667,eletrônicos,2025-06-03,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
667,668,soja,2024-09-14,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
668,669,Gasolina,2023-07-04,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
669,670,soja,2025-02-02,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
670,671,café,2021-06-24,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
671,672,eletrônicos,2023-10-07,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
672,673,Gasolina,2021-08-13,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
673,674,Queijo,2022-01-13,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
674,675,Gasolina,2025-06-01,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
675,676,café,2025-04-23,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
676,677,café,2022-10-12,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
677,678,soja,2024-08-11,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
678,679,Disel,2021-06-27,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
679,680,milho,2021-01-22,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
680,681,soja,2022-12-23,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
681,682,Carnes,2022-05-23,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
682,683,café,2022-12-09,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
683,684,Disel,2025-01-15,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
684,685,milho,2020-06-25,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
685,686,glp,2023-07-17,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
686,687,milho,2021-09-25,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
687,688,milho,2024-03-15,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
688,689,Queijo,2021-06-19,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
689,690,Gasolina,2025-08-12,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
690,691,glp,2024-02-02,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
691,692,eletrônicos,2020-11-06,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
692,693,eletrônicos,2020-06-28,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
693,694,glp,2021-03-01,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
694,695,café,2024-05-31,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
695,696,eletrônicos,2021-07-27,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
696,697,Queijo,2020-03-29,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
697,698,milho,2023-05-24,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
698,699,milho,2021-08-27,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
699,700,Carnes,2021-03-10,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
700,701,soja,2020-06-20,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
701,702,glp,2021-01-29,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
702,703,milho,2023-09-19,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
703,704,Queijo,2020-07-18,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
704,705,Carnes,2020-01-02,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
705,706,glp,2020-12-20,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
706,707,eletrônicos,2020-07-26,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
707,708,soja,2022-05-17,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
708,709,Disel,2023-08-26,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
709,710,café,2025-08-16,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
710,711,Disel,2021-10-17,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
711,712,Queijo,2022-12-11,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
712,713,glp,2020-02-01,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
713,714,soja,2023-08-15,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
714,715,Queijo,2025-10-10,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
715,716,Disel,2021-08-12,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
716,717,Disel,2020-12-20,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
717,718,Gasolina,2021-11-14,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
718,719,café,2022-05-10,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
719,720,café,2024-03-08,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
720,721,soja,2021-10-15,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
721,722,Gasolina,2021-02-23,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
722,723,eletrônicos,2023-04-19,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
723,724,eletrônicos,2020-06-17,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
724,725,Disel,2024-12-15,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
725,726,glp,2025-06-07,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
726,727,Carnes,2024-05-14,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
727,728,soja,2022-05-13,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
728,729,glp,2021-12-06,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
729,730,Carnes,2025-09-05,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
730,731,Queijo,2023-08-14,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
731,732,glp,2024-01-27,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
732,733,Gasolina,2022-10-22,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
733,734,Queijo,2021-02-19,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
734,735,Gasolina,2020-04-09,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
735,736,milho,2023-10-01,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
736,737,glp,2020-01-05,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
737,738,café,2025-05-13,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
738,739,Carnes,2023-11-13,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
739,740,Queijo,2020-07-07,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
740,741,Gasolina,2022-07-25,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
741,742,eletrônicos,2023-12-19,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
742,743,Queijo,2025-01-17,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
743,744,café,2020-09-07,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
744,745,milho,2021-04-09,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
745,746,Gasolina,2025-06-01,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
746,747,eletrônicos,2024-07-26,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
747,748,eletrônicos,2020-07-04,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
748,749,Gasolina,2021-09-14,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
749,750,Disel,2023-03-20,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
750,751,Carnes,2023-04-07,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
751,752,café,2023-08-15,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
752,753,café,2024-09-18,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
753,754,glp,2023-09-15,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
754,755,Queijo,2020-02-03,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
755,756,glp,2022-10-03,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
756,757,Disel,2023-04-30,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
757,758,Queijo,2022-12-08,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
758,759,eletrônicos,2022-03-08,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
759,760,Gasolina,2024-10-15,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
760,761,milho,2022-06-08,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
761,762,Gasolina,2025-12-27,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
762,763,eletrônicos,2024-02-22,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
763,764,Disel,2025-06-02,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
764,765,Disel,2020-10-01,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
765,766,café,2023-05-23,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
766,767,Queijo,2023-04-18,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
767,768,soja,2021-08-01,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
768,769,café,2020-05-21,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
769,770,milho,2024-04-25,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
770,771,Carnes,2022-07-29,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
771,772,eletrônicos,2024-11-15,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
772,773,Queijo,2022-10-27,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
773,774,Disel,2025-08-14,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
774,775,eletrônicos,2021-03-20,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
775,776,glp,2024-01-27,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
776,777,Queijo,2021-05-07,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
777,778,Disel,2023-01-07,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
778,779,Disel,2023-05-04,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
779,780,café,2021-03-11,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
780,781,café,2023-04-18,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
781,782,Gasolina,2021-04-07,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
782,783,Gasolina,2025-06-24,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
783,784,Carnes,2025-09-10,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
784,785,Gasolina,2021-01-06,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
785,786,glp,2024-12-09,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
786,787,milho,2024-08-11,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
787,788,Gasolina,2023-12-08,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
788,789,glp,2021-01-03,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
789,790,glp,2021-06-28,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
790,791,Disel,2020-12-09,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
791,792,milho,2021-03-02,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
792,793,eletrônicos,2025-01-15,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
793,794,soja,2022-01-02,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
794,795,Carnes,2020-04-16,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
795,796,milho,2023-12-14,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
796,797,glp,2024-04-20,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
797,798,glp,2021-04-04,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
798,799,eletrônicos,2022-09-07,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
799,800,milho,2022-12-22,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
800,801,Queijo,2024-08-21,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
801,802,glp,2022-03-16,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
802,803,café,2024-12-03,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
803,804,Carnes,2020-04-25,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
804,805,Carnes,2020-02-08,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
805,806,eletrônicos,2024-04-07,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
806,807,milho,2022-08-13,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
807,808,soja,2020-02-19,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
808,809,Gasolina,2025-10-16,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
809,810,glp,2024-02-15,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
810,811,Carnes,2025-01-27,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
811,812,Queijo,2023-06-26,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
812,813,Disel,2020-08-16,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
813,814,Gasolina,2024-01-29,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
814,815,eletrônicos,2024-07-15,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
815,816,Disel,2022-07-26,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
816,817,milho,2023-01-27,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
817,818,Gasolina,2023-12-25,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
818,819,Queijo,2021-10-05,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
819,820,glp,2024-11-05,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
820,821,café,2024-04-01,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
821,822,eletrônicos,2022-01-09,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
822,823,eletrônicos,2024-01-17,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
823,824,Queijo,2023-07-25,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
824,825,soja,2022-10-28,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
825,826,Carnes,2023-06-04,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
826,827,café,2025-05-08,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
827,828,soja,2021-01-02,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
828,829,Gasolina,2024-01-28,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
829,830,Carnes,2023-12-26,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
830,831,Disel,2025-02-09,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
831,832,café,2025-11-18,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
832,833,Carnes,2025-02-27,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
833,834,café,2024-11-27,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
834,835,Carnes,2021-02-04,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
